transaction_id,date,amount,currency,transaction_type,description
39146269,2023-07-03,100.0,USD,credit,Deposit of tax refund into checking account
49635875,2022-05-15,125.67,USD,credit,Direct deposit from employer.
72738373,2023-01-02,50.0,EUR,debit,Purchase of coffee at local café.
50523908,2021-10-10,200.0,GBP,transfer,Transfer to friend's account.
56413960,2023-02-14,150.0,CNY,debit,Dinner at local restaurant.
56032440,2021-06-01,100.0,JPY,transfer,Transfer to savings account.
23359219,2023-08-05,175.0,AUD,debit,Flight booking.
23414878,2021-12-31,500.0,USD,transfer,Payment for rent.
21197654,2023-09-01,200.0,USD,debit,Gas station fill-up.
19473602,2021-04-25,150.0,USD,transfer,Transfer to checking account.
67778202,2023-10-15,250.0,USD,debit,Clothing purchase.
38341101,2021-11-20,300.0,USD,transfer,Payment for car insurance.
61754158,2023-06-05,225.0,USD,debit,Dinner with friends.
46312892,2021-08-01,450.0,USD,transfer,Payment for mortgage.
59476011,2023-03-05,200.0,USD,debit,Groceries purchase.
20939497,2021-12-31,500.0,USD,transfer,Payment for rent.
47756183,2023-10-15,250.0,USD,debit,Clothing purchase.
63826268,2021-11-20,300.0,USD,transfer,Payment for car insurance.
30590643,2023-06-05,225.0,USD,debit,Dinner with friends.
52422870,2021-08-01,450.0,USD,transfer,Payment for mortgage.
61788201,2023-03-05,200.0,USD,debit,Groceries purchase.
92930274,2021-12-31,500.0,USD,transfer,Payment for rent.
32331880,2022-01-05,123.45,USD,debit,Payment for monthly subscription to streaming service.
62423856,2021-06-20,5000.0,EUR,transfer,Transfer of funds from personal account to business account.
43016070,2023-12-18,25.99,GBP,debit,Withdrawal of cash for grocery shopping.
56385351,2022-03-12,100.0,USD,debit,Payment for utility bill.
41686476,2021-09-09,300.0,CAD,transfer,Transfer of funds to family member's account.
93579428,2023-02-25,150.0,USD,debit,Withdrawal of cash for travel expenses.
93231718,2022-11-17,45.99,USD,debit,Payment for online course.
50238240,2023-01-03,1200.0,EUR,transfer,Transfer of funds to savings account.
59285748,2021-08-10,50.0,GBP,debit,Withdrawal of cash for entertainment.
22515155,2022-04-22,75.0,USD,debit,Payment for gym membership.
61157019,2023-07-15,200.0,USD,debit,Withdrawal of cash for rent.
91018946,2021-12-28,1500.0,CAD,transfer,Transfer of funds to investment account.
36342831,2022-06-04,60.0,USD,debit,Payment for mobile phone bill.
70358130,2023-01-03,1200.0,EUR,transfer,Transfer of funds to savings account.
28693166,2021-08-10,50.0,GBP,debit,Withdrawal of cash for entertainment.
33871371,2022-04-22,75.0,USD,debit,Payment for gym membership.
87034219,2023-07-15,200.0,USD,debit,Withdrawal of cash for rent.
75295515,2021-12-28,1500.0,CAD,transfer,Transfer of funds to investment account.
52427154,2022-06-04,60.0,USD,debit,Payment for mobile phone bill.
26445375,2023-01-03,1200.0,EUR,transfer,Transfer of funds to savings account.
50438514,2021-08-10,50.0,GBP,debit,Withdrawal of cash for entertainment.
29029476,2022-04-22,75.0,USD,debit,Payment for gym membership.
65913425,2023-07-15,200.0,USD,debit,Withdrawal of cash for rent.
42365332,2021-12-28,1500.0,CAD,transfer,Transfer of funds to investment account.
85412949,2022-06-04,60.0,USD,debit,Payment for mobile phone bill.
28569499,2023-01-03,1200.0,EUR,transfer,Transfer of funds to savings account.
85693877,2021-08-10,50.0,GBP,debit,Withdrawal of cash for entertainment.
10885902,2022-04-22,75.0,USD,debit,Payment for gym membership.
59360817,2023-07-15,200.0,USD,debit,Withdrawal of cash for rent.
40845126,2022-06-15,50.23,USD,debit,Purchased groceries at local supermarket.
43542778,2021-08-22,250.0,EUR,transfer,Sent money to friend in France for a shared vacation expense.
28686479,2023-01-09,100.5,USD,credit,Deposited tax refund check into account.
55447208,2022-02-14,150.0,GBP,debit,Withdrew cash for trip to London.
35735536,2021-12-25,200.0,CAD,transfer,Sent holiday gift money to family in Canada.
84748501,2023-04-01,120.0,USD,credit,Deposited paycheck from new job.
90475555,2022-07-10,75.0,USD,debit,Bought concert tickets online.
70029586,2021-09-28,300.0,USD,transfer,Sent rental payment to landlord.
50455835,2023-05-15,180.0,USD,credit,Deposited freelance work payment.
20992831,2022-10-03,100.0,USD,debit,Paid utility bill.
19195937,2021-11-20,150.0,USD,transfer,Sent money to sibling for a shared expense.
87837081,2023-06-25,45.0,USD,credit,Deposited birthday gift from grandparents.
96616504,2022-01-15,200.0,USD,debit,Paid for gym membership.
20925908,2021-07-01,300.0,USD,transfer,Sent money to friend for a shared project.
78916343,2023-02-20,120.0,USD,credit,Deposited bonus from work.
67406890,2022-12-05,50.0,USD,debit,Bought holiday gifts.
98225485,2023-07-01,100.0,USD,transfer,Sent money to friend for a shared expense.
36193782,2022-06-10,250.0,USD,credit,Deposited tax refund check.
91684908,2021-08-15,75.0,USD,debit,Bought movie tickets.
93207174,2023-03-25,150.0,USD,transfer,Sent money to friend for a shared expense.
44422922,2022-11-01,100.0,USD,credit,Deposited paycheck from part-time job.
11926554,2023-08-10,50.0,USD,debit,Bought books online.
51255566,2022-09-25,200.0,USD,transfer,Sent money to friend for a shared project.
67267925,2021-02-01,120.0,USD,credit,Deposited freelance work payment.
56953333,2023-04-15,180.0,USD,debit,Paid for dental appointment.
83929362,2022-10-15,250.0,USD,transfer,Sent money to friend for a shared expense.
32861365,2023-06-25,30.0,USD,credit,Deposited birthday gift from parents.
72147615,2022-02-15,150.0,USD,debit,Paid for gym membership renewal.
18372102,2021-06-01,250.56,USD,debit,Purchase of electronics from Amazon.com
94521790,2022-12-15,1000.0,EUR,debit,Withdrawal of cash from local ATM in Paris
20994809,2023-01-02,500.0,GBP,transfer,Transfer of funds to a UK-based friend's account
41966677,2021-08-10,300.0,USD,debit,Payment for groceries at local supermarket
65747418,2023-03-17,700.0,CAD,transfer,Transfer of funds from Canadian account to U.S. bank for travel expenses
45208820,2022-11-22,450.0,JPY,debit,Withdrawal of cash from ATM during trip to Japan
60473248,2021-02-28,200.0,USD,debit,Payment for gym membership
76132031,2023-07-14,600.0,AUD,debit,Withdrawal of cash from ATM during travel in Australia
28893555,2022-09-05,800.0,USD,transfer,Transfer of funds to a U.S.-based family member's account
67311885,2021-10-16,400.0,USD,debit,Payment for rent
31145118,2023-02-01,900.0,CNY,transfer,Transfer of funds from Chinese account to U.S. bank for business expenses
47422086,2022-12-20,350.0,GBP,debit,Withdrawal of cash from local ATM in London
42205745,2021-04-25,150.0,USD,debit,Payment for utility bills
14245567,2023-08-03,750.0,EUR,debit,Withdrawal of cash from local ATM in Rome
53450653,2022-06-09,650.0,USD,transfer,Transfer of funds to a U.S.-based charity organization
99445179,2021-11-12,250.0,USD,debit,Payment for groceries at local supermarket
19640806,2023-01-18,1200.0,USD,transfer,Transfer of funds from U.S. bank to Canadian account for travel expenses
36577386,2022-07-27,100.0,USD,debit,Payment for movie tickets
45294391,2021-09-01,1800.0,USD,transfer,Transfer of funds to a U.S.-based friend's account
33098184,2023-04-15,500.0,USD,debit,Payment for phone bill
88123562,2022-10-03,300.0,USD,transfer,Transfer of funds from U.S. bank to Mexican account for business expenses
78518839,2021-12-28,400.0,USD,debit,Payment for holiday gifts
23179111,2023-06-08,800.0,USD,transfer,Transfer of funds from U.S. bank to Brazilian account for travel expenses
60420768,2022-02-14,1500.0,USD,transfer,Transfer of funds to a U.S.-based family member's account
40758186,2021-07-22,700.0,USD,debit,Payment for car insurance
53164245,2023-09-10,1000.0,USD,transfer,Transfer of funds from U.S. bank to Indian account for business expenses
53155512,2022-05-05,550.0,USD,debit,Payment for gym membership
75325870,2021-01-15,1200.0,USD,transfer,Transfer of funds from U.S. bank to Spanish account for vacation expenses
23623705,2021-08-01,125.67,USD,credit,Deposited paycheck from job as a software engineer
33515908,2022-02-14,35.25,EUR,debit,Paid for groceries at local supermarket in Germany
88279135,2021-11-27,450.0,GBP,transfer,Sent money to family in UK for holiday expenses
13579923,2023-03-15,75.3,JPY,credit,Received transfer from friend in Japan
80196762,2022-06-01,110.98,USD,debit,Withdrew cash for weekend road trip in USA
93415239,2021-09-20,105.0,CAD,transfer,Sent money to sibling in Canada for tuition fees
81443490,2023-01-03,1200.0,EUR,transfer,Transfer of funds to cover rent payment.
46286857,2021-12-27,50.0,USD,debit,Withdrawal for holiday gift purchases.
19523369,2022-03-10,300.0,JPY,debit,Purchase of electronics from a Japanese retailer.
31928804,2023-04-15,200.0,GBP,transfer,Transfer of funds to pay for a UK-based course.
45580243,2021-09-22,150.0,USD,debit,Withdrawal for grocery shopping.
87549402,2022-11-28,400.0,CAD,credit,Deposit for tuition payment.
60890556,2023-02-05,100.0,USD,transfer,Transfer of funds for mutual fund investment.
73163546,2021-02-14,200.0,USD,debit,Withdrawal for utility bill payment.
10685066,2022-07-29,600.0,USD,credit,Deposit for home renovation project.
59499025,2023-08-10,800.0,USD,transfer,Transfer of funds for car purchase.
33080752,2021-11-18,300.0,USD,debit,Withdrawal for holiday travel expenses.
86046226,2023-05-25,150.0,USD,credit,Deposit for emergency fund.
25150671,2022-08-07,700.0,USD,transfer,Transfer of funds for stock purchase.
40747791,2021-03-12,120.0,USD,debit,Withdrawal for clothing purchase.
49134448,2023-09-24,900.0,USD,credit,Deposit for down payment on a house.
93565172,2022-10-06,50.0,USD,transfer,Transfer of funds for charity donation.
30265041,2021-06-19,400.0,USD,debit,Withdrawal for medical expenses.
27453512,2023-02-20,1000.0,USD,credit,Deposit for vacation expenses.
37489714,2022-01-03,350.0,USD,transfer,Transfer of funds for student loan payment.
93592011,2021-07-05,250.0,USD,debit,Withdrawal for entertainment expenses.
75109704,2022-09-16,600.0,USD,credit,Deposit for home renovation project.
60153055,2023-03-27,1200.0,USD,transfer,Transfer of funds for car purchase.
84275420,2021-12-09,75.0,USD,debit,Withdrawal for holiday shopping.
78615839,2022-05-11,500.0,USD,credit,Deposit for emergency fund.
31851248,2023-07-22,800.0,USD,transfer,Transfer of funds for mutual fund investment.
52790124,2021-01-08,300.0,USD,debit,Withdrawal for utility bill payment.
99277214,2022-11-14,1000.0,USD,credit,Deposit for down payment on a house.
90226930,2022-05-01,50.99,USD,debit,Purchased groceries from Whole Foods.
72341005,2023-02-15,2500.0,EUR,credit,Received salary from work.
16318941,2021-10-20,12.5,GBP,transfer,Sent money to friend in UK for birthday gift.
61366570,2022-07-03,100.0,USD,credit,Deposited tax refund check.
40444721,2023-01-18,35.25,CAD,debit,Bought coffee and muffin at Tim Hortons.
71652884,2021-12-25,500.0,JPY,transfer,Sent money to family in Japan for holiday gift.
99584446,2022-06-07,150.0,USD,debit,Paid rent for apartment.
68624116,2023-09-12,75.0,AUD,credit,Received refund from travel insurance.
51833392,2021-03-28,200.0,USD,credit,Deposited freelance payment.
41417035,2023-04-20,45.0,USD,credit,Received reimbursement from employer.
17809200,2021-08-15,150.0,EUR,debit,Paid for vacation rental in Spain.
41322947,2022-10-01,125.0,USD,transfer,Sent money to friend for group trip.
58396517,2023-07-04,20.0,CAD,debit,Bought movie tickets.
23761637,2021-02-12,500.0,JPY,transfer,Sent money to family in Japan for holiday gift.
80578719,2022-03-09,80.0,USD,debit,Bought clothing at H&M.
28001451,2023-05-14,500.0,AUD,credit,Received salary from work.
57326855,2021-06-25,150.0,USD,credit,Deposited freelance payment.
71970398,2022-09-03,5.0,GBP,debit,Bought magazine at newsstand.
13908892,2021-11-18,25.0,USD,debit,Bought lunch at Chipotle.
49795004,2022-02-20,300.0,EUR,credit,Received salary from work.
41796873,2023-06-28,15.0,CAD,debit,Bought snacks at convenience store.
46909125,2021-07-03,100.0,JPY,transfer,Sent money to family in Japan for holiday gift.
66099396,2022-11-25,75.0,USD,debit,Paid for holiday decorations.
68176574,2023-02-10,40.0,USD,credit,Received reimbursement from employer.
49432467,2021-04-16,125.0,AUD,debit,Paid for airline ticket.
91712644,2022-07-07,25.0,GBP,credit,Deposited freelance payment.
22367492,2023-08-20,20.0,USD,debit,Bought movie tickets.
11609718,2022-06-15,125.67,USD,debit,Purchase of groceries at Whole Foods Market.
91823361,2021-09-20,750.0,EUR,transfer,Transfer to friend's account for rent payment.
25174030,2023-12-01,300.99,GBP,debit,Withdrawal of cash for travel expenses.
38100969,2023-07-04,250.0,CAD,transfer,Transfer to sister's account for birthday gift.
89518845,2022-08-27,150.0,USD,debit,Dinner reservation at The Cheesecake Factory.
32127032,2022-06-15,154.23,USD,credit,Deposited paycheck from job at local bakery.
26603765,2023-02-22,68.76,EUR,debit,Purchased groceries at local market.
56532206,2021-10-18,345.98,USD,credit,Received transfer from friend for shared vacation costs.
25382877,2022-03-09,250.0,GBP,transfer,Sent money to sister for wedding expenses.
11992226,2021-07-27,45.3,USD,debit,Withdrew cash for weekend trip.
19757181,2023-01-02,120.0,JPY,credit,Received transfer from client for completed project.
21833377,2022-11-14,78.99,USD,debit,Paid utility bill for apartment.
28906985,2021-02-25,180.0,USD,credit,Deposited tax refund check.
85172964,2023-05-08,55.0,CAD,transfer,Sent money to friend for shared concert tickets.
70478061,2022-09-16,200.0,USD,credit,Received transfer from parent for tuition payment.
57236039,2021-08-22,100.0,USD,debit,Withdrew cash for weekend getaway.
74931943,2023-07-01,150.0,USD,credit,Deposited bonus from work.
51441079,2022-12-10,175.0,USD,credit,Received transfer from client for completed project.
20223618,2021-11-28,220.0,USD,debit,Paid rent for apartment.
97180563,2023-06-18,130.0,USD,transfer,Sent money to friend for shared vacation costs.
79811354,2022-07-05,185.0,USD,credit,Received transfer from client for completed project.
11180471,2021-09-13,250.0,USD,debit,Paid utility bill for apartment.
94713861,2023-04-01,300.0,USD,credit,Deposited tax refund check.
47696487,2022-10-20,140.0,USD,debit,Withdrew cash for weekend trip.
14010267,2021-01-08,190.0,USD,credit,Deposited paycheck from job.
42688814,2023-11-27,260.0,USD,credit,Received transfer from parent for tuition payment.
60890780,2022-02-14,225.0,USD,debit,Paid rent for apartment.
52401820,2021-12-30,275.0,USD,credit,Deposited bonus from work.
73016916,2023-09-03,165.0,USD,transfer,Sent money to friend for shared vacation costs.
81813873,2022-08-15,210.0,USD,credit,Received transfer from client for completed project.
99907951,2021-11-01,280.0,USD,debit,Paid utility bill for apartment.
92249704,2023-07-25,315.0,USD,credit,Deposited tax refund check.
11451379,2022-06-04,170.0,USD,debit,Withdrew cash for weekend trip.
30167862,2022-03-15,50.23,USD,debit,Purchased groceries from Whole Foods Market.
99156779,2023-01-02,120.56,EUR,credit,Received a transfer from a friend in Germany.
40897392,2021-12-27,75.11,USD,debit,Withdrew cash for holiday shopping.
15147915,2022-07-10,105.47,JPY,credit,Received a transfer from a business partner in Japan.
22469508,2023-05-14,22.34,GBP,debit,Paid for a taxi ride in London.
97829433,2021-10-01,150.98,USD,credit,Deposited a paycheck.
71690616,2022-12-22,112.56,USD,debit,Paid rent.
31738827,2023-02-05,45.67,CAD,credit,Received a transfer from a Canadian friend.
54612922,2021-06-15,87.32,USD,debit,Withdrew cash for a trip.
11672055,2022-09-20,180.11,USD,credit,Deposited a freelance payment.
